nse_ticker,custom_basic_industry
ZENTEC,Aerospace & Defense - Small & Niche

# ── Commodity Chemicals → split ──────────────────────────────────────────────
# Commodity Chemicals - Inorganic & Alkali
TATACHEM,Commodity Chemicals - Inorganic & Alkali
GHCL,Commodity Chemicals - Inorganic & Alkali
GUJALKALI,Commodity Chemicals - Inorganic & Alkali
GNFC,Commodity Chemicals - Inorganic & Alkali
DEEPAKFERT,Commodity Chemicals - Inorganic & Alkali
LORDSCHLO,Commodity Chemicals - Inorganic & Alkali
OCCL,Commodity Chemicals - Inorganic & Alkali
OCCLLTD,Commodity Chemicals - Inorganic & Alkali
TECILCHEM,Commodity Chemicals - Inorganic & Alkali
ANDHRSUGAR,Commodity Chemicals - Inorganic & Alkali
CHEMFAB,Commodity Chemicals - Inorganic & Alkali
IGPL,Commodity Chemicals - Inorganic & Alkali

# Commodity Chemicals - Organic & Specialty
AMNPLST,Commodity Chemicals - Organic & Specialty
DCW,Commodity Chemicals - Organic & Specialty
INDOBORAX,Commodity Chemicals - Organic & Specialty
JGCHEM,Commodity Chemicals - Organic & Specialty
JOCIL,Commodity Chemicals - Organic & Specialty
KOTHARIPET,Commodity Chemicals - Organic & Specialty
MANORG,Commodity Chemicals - Organic & Specialty
PRIMO,Commodity Chemicals - Organic & Specialty
SADHNANIQ,Commodity Chemicals - Organic & Specialty
SRHHYPOLTD,Commodity Chemicals - Organic & Specialty
TIRUMALCHM,Commodity Chemicals - Organic & Specialty
TRANSPEK,Commodity Chemicals - Organic & Specialty

# ── Household Appliances → split ─────────────────────────────────────────────
# Household Appliances - Large Cap
VOLTAS,Household Appliances - Large Cap
CROMPTON,Household Appliances - Large Cap
HAVELLS,Household Appliances - Large Cap
BLUESTARCO,Household Appliances - Large Cap
SYMPHONY,Household Appliances - Large Cap
VGUARD,Household Appliances - Large Cap

# Household Appliances - Mid & Small Cap
AMBER,Household Appliances - Mid & Small Cap
BAJAJELEC,Household Appliances - Mid & Small Cap
BOSCH-HCIL,Household Appliances - Mid & Small Cap
BUTTERFLY,Household Appliances - Mid & Small Cap
CARYSIL,Household Appliances - Mid & Small Cap
ELIN,Household Appliances - Mid & Small Cap
EPACK,Household Appliances - Mid & Small Cap
EUREKAFORB,Household Appliances - Mid & Small Cap
IFBIND,Household Appliances - Mid & Small Cap
LGEINDIA,Household Appliances - Mid & Small Cap
ORIENTELEC,Household Appliances - Mid & Small Cap
SINGERIND,Household Appliances - Mid & Small Cap
STOVEKRAFT,Household Appliances - Mid & Small Cap
TTKPRESTIG,Household Appliances - Mid & Small Cap
WEL,Household Appliances - Mid & Small Cap
WHIRLPOOL,Household Appliances - Mid & Small Cap

# ── Paper & Paper Products → keep as single group ────────────────────────────
ANDHRAPAP,Paper & Paper Products
ASTRON,Paper & Paper Products
BALKRISHNA,Paper & Paper Products
EMAMIPAP,Paper & Paper Products
GENUSPAPER,Paper & Paper Products
JKPAPER,Paper & Paper Products
KUANTUM,Paper & Paper Products
MAGNUM,Paper & Paper Products
MALUPAPER,Paper & Paper Products
NRAIL,Paper & Paper Products
ORIENTPPR,Paper & Paper Products
PAKKA,Paper & Paper Products
PDMJEPAPER,Paper & Paper Products
RAMANEWS,Paper & Paper Products
RUCHIRA,Paper & Paper Products
SATIA,Paper & Paper Products
SESHAPAPER,Paper & Paper Products
SHREYANIND,Paper & Paper Products
STARPAPER,Paper & Paper Products
TNPL,Paper & Paper Products
WSTCSTPAPR,Paper & Paper Products

# ── Other Agricultural Products → split ──────────────────────────────────────
# Agri - Staples & Grains
KRBL,Agri - Staples & Grains
LTFOODS,Agri - Staples & Grains
KOHINOOR,Agri - Staples & Grains
SARVESHWAR,Agri - Staples & Grains
SUKHJITS,Agri - Staples & Grains
KSCL,Agri - Staples & Grains

# Agri - Seeds & Biotech
OSWALSEEDS,Agri - Seeds & Biotech
NATHBIOGEN,Agri - Seeds & Biotech
REGAAL,Agri - Seeds & Biotech
SANSTAR,Agri - Seeds & Biotech

# Agri - Plantation & Diversified
AVTNPL,Agri - Plantation & Diversified
BSHSL,Agri - Plantation & Diversified
CLSEL,Agri - Plantation & Diversified
GAEL,Agri - Plantation & Diversified
GRMOVER,Agri - Plantation & Diversified
GULPOLY,Agri - Plantation & Diversified
INDOUS,Agri - Plantation & Diversified
MGEL,Agri - Plantation & Diversified
MODINATUR,Agri - Plantation & Diversified
TRUALT,Agri - Plantation & Diversified

# ── Hospital → split ─────────────────────────────────────────────────────────
# Hospitals - Large Cap
APOLLOHOSP,Hospitals - Large Cap
MAXHEALTH,Hospitals - Large Cap
FORTIS,Hospitals - Large Cap
MEDANTA,Hospitals - Large Cap

# Hospitals - Mid & Small Cap
ASTERDM,Hospitals - Mid & Small Cap
NH,Hospitals - Mid & Small Cap
KIMS,Hospitals - Mid & Small Cap
RAINBOW,Hospitals - Mid & Small Cap
SHALBY,Hospitals - Mid & Small Cap
YATHARTH,Hospitals - Mid & Small Cap
HCG,Hospitals - Mid & Small Cap
ARTEMISMED,Hospitals - Mid & Small Cap
PARKHOSPS,Hospitals - Mid & Small Cap
GPTHEALTH,Hospitals - Mid & Small Cap
GKSL,Hospitals - Mid & Small Cap

# Hospitals - Eye & Specialty
AGARWALEYE,Hospitals - Eye & Specialty
INDRAMEDCO,Hospitals - Eye & Specialty
JLHL,Hospitals - Eye & Specialty
LOTUSEYE,Hospitals - Eye & Specialty

# ── Trading & Distributors → keep as single group ────────────────────────────
AKG,Trading & Distributors
ANIKINDS,Trading & Distributors
BUILDPRO,Trading & Distributors
CNL,Trading & Distributors
ESSENTIA,Trading & Distributors
KOTHARIPRO,Trading & Distributors
MMTC,Trading & Distributors
MSTCLTD,Trading & Distributors
OSWALAGRO,Trading & Distributors
REDINGTON,Trading & Distributors
SAKUMA,Trading & Distributors
SHIVAUM,Trading & Distributors
SHYAMTEL,Trading & Distributors
SIGIND,Trading & Distributors
SPCENET,Trading & Distributors
STCINDIA,Trading & Distributors
UMAEXPORTS,Trading & Distributors
VIKASLIFE,Trading & Distributors
VINCOFE,Trading & Distributors

# ── Plastic Products - Industrial → split ─────────────────────────────────────
# Plastic Pipes
APOLLOPIPE,Plastic Pipes
ASTRAL,Plastic Pipes
FINPIPE,Plastic Pipes
PRINCEPIPE,Plastic Pipes
SUPREMEIND,Plastic Pipes
TEXMOPIPES,Plastic Pipes
TIRUPATI,Plastic Pipes

# Plastic Products - Industrial Misc
GRWRHITECH,Plastic Products - Industrial Misc
JAICORPLTD,Plastic Products - Industrial Misc
JISLDVREQS,Plastic Products - Industrial Misc
JISLJALEQS,Plastic Products - Industrial Misc
KINGFA,Plastic Products - Industrial Misc
KRITI,Plastic Products - Industrial Misc
PPL,Plastic Products - Industrial Misc
PREMIERPOL,Plastic Products - Industrial Misc
RMDRIP,Plastic Products - Industrial Misc
SMVD,Plastic Products - Industrial Misc
TAINWALCHM,Plastic Products - Industrial Misc
TIMETECHNO,Plastic Products - Industrial Misc

# ── Fertilizers → split ──────────────────────────────────────────────────────
# Fertilizers - Large & Mid Cap
COROMANDEL,Fertilizers - Large & Mid Cap
CHAMBLFERT,Fertilizers - Large & Mid Cap
GSFC,Fertilizers - Large & Mid Cap
NFL,Fertilizers - Large & Mid Cap
RCF,Fertilizers - Large & Mid Cap
FACT,Fertilizers - Large & Mid Cap
PARADEEP,Fertilizers - Large & Mid Cap

# Fertilizers - Small & Niche
AGROPHOS,Fertilizers - Small & Niche
ARIES,Fertilizers - Small & Niche
KHAICHEM,Fertilizers - Small & Niche
KRISHANA,Fertilizers - Small & Niche
MADRASFERT,Fertilizers - Small & Niche
MBAPL,Fertilizers - Small & Niche
NAGAFERT,Fertilizers - Small & Niche
RAMAPHO,Fertilizers - Small & Niche
SPIC,Fertilizers - Small & Niche
ZUARI,Fertilizers - Small & Niche

# ── Packaged Foods → split ───────────────────────────────────────────────────
# Packaged Foods - Large & Mid Cap
BRITANNIA,Packaged Foods - Large & Mid Cap
NESTLEIND,Packaged Foods - Large & Mid Cap
BIKAJI,Packaged Foods - Large & Mid Cap
BBTC,Packaged Foods - Large & Mid Cap
BECTORFOOD,Packaged Foods - Large & Mid Cap
GOPAL,Packaged Foods - Large & Mid Cap
ZYDUSWELL,Packaged Foods - Large & Mid Cap
TASTYBITE,Packaged Foods - Large & Mid Cap

# Packaged Foods - Small & Niche
ADFFOODS,Packaged Foods - Small & Niche
DANGEE,Packaged Foods - Small & Niche
DIAMONDYD,Packaged Foods - Small & Niche
EIFFL,Packaged Foods - Small & Niche
FOODSIN,Packaged Foods - Small & Niche
GANESHCP,Packaged Foods - Small & Niche
NGIL,Packaged Foods - Small & Niche
PALASHSECU,Packaged Foods - Small & Niche

# ── Breweries & Distilleries → keep as single group ──────────────────────────
ABDL,Breweries & Distilleries
ASALCBR,Breweries & Distilleries
BCLIND,Breweries & Distilleries
GLOBUSSPR,Breweries & Distilleries
GMBREW,Breweries & Distilleries
IFBAGRO,Breweries & Distilleries
INDIAGLYCO,Breweries & Distilleries
PICCADIL,Breweries & Distilleries
RADICO,Breweries & Distilleries
RKDL,Breweries & Distilleries
SDBL,Breweries & Distilleries
SULA,Breweries & Distilleries
TI,Breweries & Distilleries
UBL,Breweries & Distilleries
UNITDSPR,Breweries & Distilleries

# ── Speciality Retail → keep as single group ─────────────────────────────────
ABFRL,Speciality Retail
ABLBL,Speciality Retail
ARVINDFASN,Speciality Retail
AVL,Speciality Retail
BCONCEPTS,Speciality Retail
GOCOLORS,Speciality Retail
KALAMANDIR,Speciality Retail
LENSKART,Speciality Retail
MANYAVAR,Speciality Retail
MUFTI,Speciality Retail
PRAXIS,Speciality Retail
SHANKARA,Speciality Retail
STYLEBAAZA,Speciality Retail
TRENT,Speciality Retail
V2RETAIL,Speciality Retail

# ── Edible Oil → keep as single group ────────────────────────────────────────
AWL,Edible Oil
GOKUL,Edible Oil
GOKULAGRO,Edible Oil
HALDER,Edible Oil
KNAGRI,Edible Oil
KRITINUT,Edible Oil
MARICO,Edible Oil
MKPL,Edible Oil
NKIND,Edible Oil
PATANJALI,Edible Oil
ROML,Edible Oil
SHANTI,Edible Oil
SRPL,Edible Oil
SUNDROP,Edible Oil

# ── TV Broadcasting & Software Production → keep as single group ─────────────
AQYLON,TV Broadcasting & Media
BAGFILMS,TV Broadcasting & Media
DEN,TV Broadcasting & Media
DISHTV,TV Broadcasting & Media
GTPL,TV Broadcasting & Media
HATHWAY,TV Broadcasting & Media
NDTV,TV Broadcasting & Media
RAJTV,TV Broadcasting & Media
SABTN,TV Broadcasting & Media
SUNTV,TV Broadcasting & Media
TV18BRDCST,TV Broadcasting & Media
TVTODAY,TV Broadcasting & Media
ZEEL,TV Broadcasting & Media

# ── Software Products → keep as single group ─────────────────────────────────
CAPILLARY,Software Products
IRIS,Software Products
MAPMYINDIA,Software Products
NUCLEUS,Software Products
OFSS,Software Products
QUICKHEAL,Software Products
RAMCOSYS,Software Products
SUBEXLTD,Software Products
TANLA,Software Products
UNIECOM,Software Products
VIRINCHI,Software Products
XELPMOC,Software Products

# ── Other Financial Services → keep as single group ──────────────────────────
ALGOQUANT,Other Financial Services
CENTRUM,Other Financial Services
CRISIL,Other Financial Services
DELPHIFX,Other Financial Services
GATECH,Other Financial Services
GATECHDVR,Other Financial Services
MAHAPEXLTD,Other Financial Services
NDLVENTURE,Other Financial Services
PRIMESECU,Other Financial Services
RELIABLE,Other Financial Services
THEINVEST,Other Financial Services
WEALTH,Other Financial Services

# ── Media & Entertainment → keep as single group ─────────────────────────────
BALAJITELE,Media & Entertainment
CREATIVEYE,Media & Entertainment
ENIL,Media & Entertainment
NETWORK18,Media & Entertainment
NEXTMEDIA,Media & Entertainment
PFOCUS,Media & Entertainment
RADAAN,Media & Entertainment
RADIOCITY,Media & Entertainment
SAREGAMA,Media & Entertainment
SHEMAROO,Media & Entertainment
SILLYMONKS,Media & Entertainment
TIPSMUSIC,Media & Entertainment

# ── Tea & Coffee → keep as single group ──────────────────────────────────────
CCL,Tea & Coffee
DTIL,Tea & Coffee
GANGESSECU,Tea & Coffee
GILLANDERS,Tea & Coffee
GROBTEA,Tea & Coffee
JAYSREETEA,Tea & Coffee
MCLEODRUSS,Tea & Coffee
PKTEA,Tea & Coffee
ROSSELLIND,Tea & Coffee
TATACOFFEE,Tea & Coffee
TATACONSUM,Tea & Coffee
UNITEDTEA,Tea & Coffee

# ── Holding Company → keep as single group ───────────────────────────────────
AFSL,Holding Company
BFINVEST,Holding Company
CHOICEIN,Holding Company
EDELWEISS,Holding Company
GFLLIMITED,Holding Company
IDFC,Holding Company
JMFINANCIL,Holding Company
MAXIND,Holding Company
RANEHOLDIN,Holding Company

# ── Iron & Steel → split ─────────────────────────────────────────────────────
# Steel - Large Cap
JSWSTEEL,Steel - Large Cap
TATASTEEL,Steel - Large Cap
SAIL,Steel - Large Cap
JINDALSTEL,Steel - Large Cap

# Steel - Mid & Small Cap
JAIBALAJI,Steel - Mid & Small Cap
JSL,Steel - Mid & Small Cap
MANAKSTEEL,Steel - Mid & Small Cap
MUKANDLTD,Steel - Mid & Small Cap
NSLNISP,Steel - Mid & Small Cap
PRAKASH,Steel - Mid & Small Cap
SARDAEN,Steel - Mid & Small Cap

# ── Industrial Minerals → keep as single group ───────────────────────────────
20MICRONS,Industrial Minerals
ASHAPURMIN,Industrial Minerals
GMDCLTD,Industrial Minerals
GOACARBON,Industrial Minerals
GRAVITA,Industrial Minerals
LLOYDSME,Industrial Minerals
MOIL,Industrial Minerals
NILE,Industrial Minerals
NMDC,Industrial Minerals
ORISSAMINE,Industrial Minerals

# ── Plywood Boards / Laminates → keep as single group ────────────────────────
ADL,Plywood Boards & Laminates
AIROLAM,Plywood Boards & Laminates
ARCHIDPLY,Plywood Boards & Laminates
CENTURYPLY,Plywood Boards & Laminates
GREENLAM,Plywood Boards & Laminates
GREENPANEL,Plywood Boards & Laminates
GREENPLY,Plywood Boards & Laminates
RUSHIL,Plywood Boards & Laminates
STYLAMIND,Plywood Boards & Laminates
WIPL,Plywood Boards & Laminates

# ── Personal Care → keep as single group ─────────────────────────────────────
BAJAJCON,Personal Care
COLPAL,Personal Care
CUPID,Personal Care
DABUR,Personal Care
EMAMILTD,Personal Care
GILLETTE,Personal Care
GODREJCP,Personal Care
HONASA,Personal Care
JHS,Personal Care
PGHH,Personal Care

# ── Consumer Electronics → keep as single group ──────────────────────────────
BPL,Consumer Electronics
DIXON,Consumer Electronics
FOCUS,Consumer Electronics
IKIO,Consumer Electronics
KHAITANLTD,Consumer Electronics
MIRCELECTR,Consumer Electronics
PGEL,Consumer Electronics
SONAMLTD,Consumer Electronics
VETO,Consumer Electronics

# ── E-Retail / E-Commerce → keep as single group ─────────────────────────────
CARTRADE,E-Retail & E-Commerce
DIGIDRIVE,E-Retail & E-Commerce
ETERNAL,E-Retail & E-Commerce
FIRSTCRY,E-Retail & E-Commerce
ISFT,E-Retail & E-Commerce
MEESHO,E-Retail & E-Commerce
NYKAA,E-Retail & E-Commerce
RTNINDIA,E-Retail & E-Commerce
SWIGGY,E-Retail & E-Commerce
URBANCO,E-Retail & E-Commerce

# ── Computers Hardware & Equipments → keep as single group ───────────────────
CONTROLPR,Computers Hardware & Equipments
DLINKINDIA,Computers Hardware & Equipments
EBGNG,Computers Hardware & Equipments
HCL-INSYS,Computers Hardware & Equipments
IVALUE,Computers Hardware & Equipments
MOSCHIP,Computers Hardware & Equipments
NELCO,Computers Hardware & Equipments
RPTECH,Computers Hardware & Equipments
SMARTLINK,Computers Hardware & Equipments
TVSELECT,Computers Hardware & Equipments

# ── Cables - Electricals → keep as single group ──────────────────────────────
CORDSCABLE,Cables - Electricals
DYCL,Cables - Electricals
FINCABLES,Cables - Electricals
KEI,Cables - Electricals
PARACABLES,Cables - Electricals
PLAZACABLE,Cables - Electricals
POLYCAB,Cables - Electricals
QUADFUTURE,Cables - Electricals
RRKABEL,Cables - Electricals
UNIVCABLES,Cables - Electricals

# ── Petrochemicals → keep as single group ────────────────────────────────────
AGARIND,Petrochemicals
MANALIPETC,Petrochemicals
PASUPTAC,Petrochemicals
RAIN,Petrochemicals
SPLPETRO,Petrochemicals
SWANCORP,Petrochemicals
TNPETRO,Petrochemicals

# ── Furniture Home Furnishing → keep as single group ─────────────────────────
AHLADA,Furniture & Home Furnishing
BIRLANU,Furniture & Home Furnishing
EUROPRATIK,Furniture & Home Furnishing
MDL,Furniture & Home Furnishing
PRITI,Furniture & Home Furnishing
RESPONIND,Furniture & Home Furnishing
SFL,Furniture & Home Furnishing
STANLEY,Furniture & Home Furnishing
WAKEFIT,Furniture & Home Furnishing

# ── Other Bank (SFBs) → keep as single group ─────────────────────────────────
AUBANK,Small Finance Banks
CAPITALSFB,Small Finance Banks
EQUITASBNK,Small Finance Banks
ESAFSFB,Small Finance Banks
FINOPB,Small Finance Banks
JSFB,Small Finance Banks
SURYODAY,Small Finance Banks
UJJIVANSFB,Small Finance Banks
UTKARSHBNK,Small Finance Banks

# ── Restaurants → keep as single group ────────────────────────────────────────
COFFEEDAY,Restaurants & QSR
DEVYANI,Restaurants & QSR
JUBLFOOD,Restaurants & QSR
RBA,Restaurants & QSR
SAPPHIRE,Restaurants & QSR
SPECIALITY,Restaurants & QSR
TRAVELFOOD,Restaurants & QSR
UFBL,Restaurants & QSR
WESTLIFE,Restaurants & QSR

# ── Diversified Retail → keep as single group ────────────────────────────────
DMART,Diversified Retail
EMIL,Diversified Retail
OSIAHYPER,Diversified Retail
PATELRMART,Diversified Retail
RETAIL,Diversified Retail
SHOPERSTOP,Diversified Retail
SPENCERS,Diversified Retail
VMART,Diversified Retail
VMM,Diversified Retail

# ── Tyres & Rubber Products → keep as single group ──────────────────────────
APCOTEXIND,Rubber Products
ELGIRUBCO,Rubber Products
GRPLTD,Rubber Products
HARRMALAYA,Rubber Products
PIXTRANS,Rubber Products
RUBFILA,Rubber Products
SAMPANN,Rubber Products
TINNARUBR,Rubber Products

# ── Education → keep as single group ─────────────────────────────────────────
APTECHT,Education
COMPUSOFT,Education
CPEDU,Education
GLOBAL,Education
KEEPLEARN,Education
NIITLTD,Education
NIITMTS,Education
ZEELEARN,Education

# ── Ceramics → keep as single group ──────────────────────────────────────────
ASIANTILES,Ceramics
EXXARO,Ceramics
KAJARIACER,Ceramics
MURUDCERA,Ceramics
NITCO,Ceramics
ORIENTBELL,Ceramics
REGENCERAM,Ceramics
SOMANYCERA,Ceramics

# ── Plastic Products - Consumer → keep as single group ───────────────────────
AVROIND,Plastic Products - Consumer
NILKAMAL,Plastic Products - Consumer
PEARLPOLY,Plastic Products - Consumer
PILITA,Plastic Products - Consumer
SAFARI,Plastic Products - Consumer
SHAILY,Plastic Products - Consumer
TOKYOPLAST,Plastic Products - Consumer
VIPIND,Plastic Products - Consumer

# ── Footwear → keep as single group ──────────────────────────────────────────
BATAINDIA,Footwear
CAMPUS,Footwear
KHADIM,Footwear
LIBERTSHOE,Footwear
METROBRAND,Footwear
REDTAPE,Footwear
RELAXO,Footwear
SREEL,Footwear

# ── Financial Technology (Fintech) → keep as single group ────────────────────
CCAVENUE,Financial Technology (Fintech)
MOBIKWIK,Financial Technology (Fintech)
NPST,Financial Technology (Fintech)
PAYTM,Financial Technology (Fintech)
PINELABS,Financial Technology (Fintech)
POLICYBZR,Financial Technology (Fintech)
STYL,Financial Technology (Fintech)
SUVIDHAA,Financial Technology (Fintech)

# ── Aluminium Copper & Zinc Products → keep as single group ─────────────────
CENTEXT,Aluminium Copper & Zinc Products
CUBEXTUB,Aluminium Copper & Zinc Products
EUROBOND,Aluminium Copper & Zinc Products
KSHINTL,Aluminium Copper & Zinc Products
PRECWIRE,Aluminium Copper & Zinc Products
RAJMET,Aluminium Copper & Zinc Products
SAGARDEEP,Aluminium Copper & Zinc Products
VIDYAWIRES,Aluminium Copper & Zinc Products

# ── Film Production Distribution & Exhibition → keep as single group ─────────
CINELINE,Film Production & Exhibition
EROSMEDIA,Film Production & Exhibition
INOXLEISUR,Film Production & Exhibition
MUKTAARTS,Film Production & Exhibition
PNC,Film Production & Exhibition
PVRINOX,Film Production & Exhibition
TIPSFILMS,Film Production & Exhibition
UFO,Film Production & Exhibition

# ── Electrodes & Refractories → keep as single group ────────────────────────
DENORA,Electrodes & Refractories
GRAPHITE,Electrodes & Refractories
HEG,Electrodes & Refractories
IFGLEXPOR,Electrodes & Refractories
ORIENTCER,Electrodes & Refractories
RHIM,Electrodes & Refractories
RPEL,Electrodes & Refractories
VESUVIUS,Electrodes & Refractories

# ── Diversified → keep as single group ───────────────────────────────────────
3MINDIA,Diversified Conglomerates
BALMLAWRIE,Diversified Conglomerates
DCMSHRIRAM,Diversified Conglomerates
DVL,Diversified Conglomerates
MAHESHWARI,Diversified Conglomerates
TTKHLTCARE,Diversified Conglomerates

# ── Asset Management Company → keep as single group ──────────────────────────
ABSLAMC,Asset Management Company
CRAMC,Asset Management Company
HDFCAMC,Asset Management Company
ICICIAMC,Asset Management Company
IVC,Asset Management Company
NAM-INDIA,Asset Management Company
UTIAMC,Asset Management Company

# ── BPO / KPO → keep as single group ────────────────────────────────────────
ALLDIGI,BPO & KPO Services
ECLERX,BPO & KPO Services
FSL,BPO & KPO Services
HGS,BPO & KPO Services
ONEPOINT,BPO & KPO Services
RPSGVENT,BPO & KPO Services
WEWIN,BPO & KPO Services

# ── Paints → keep as single group ────────────────────────────────────────────
ASIANPAINT,Paints
BERGEPAINT,Paints
INDIGOPNTS,Paints
KAMOPAINTS,Paints
KANSAINER,Paints
SHALPAINTS,Paints
SIRCA,Paints

# ── LPG/CNG/PNG/LNG Supplier → keep as single group ─────────────────────────
ATGL,Gas Distribution & Supply
CONFIPET,Gas Distribution & Supply
GUJGASLTD,Gas Distribution & Supply
IGL,Gas Distribution & Supply
IRMENERGY,Gas Distribution & Supply
MGL,Gas Distribution & Supply
PETRONET,Gas Distribution & Supply

# ── Tour Travel Related Services → keep as single group ──────────────────────
BLS,Tour Travel & Related Services
EASEMYTRIP,Tour Travel & Related Services
IRCTC,Tour Travel & Related Services
IXIGO,Tour Travel & Related Services
TBOTEK,Tour Travel & Related Services
THOMASCOOK,Tour Travel & Related Services
YATRA,Tour Travel & Related Services

# ── Refineries & Marketing → keep as single group ────────────────────────────
BPCL,Refineries & Marketing
CHENNPETRO,Refineries & Marketing
HINDPETRO,Refineries & Marketing
IOC,Refineries & Marketing
KOTYARK,Refineries & Marketing
MRPL,Refineries & Marketing
RELIANCE,Refineries & Marketing

# ── Lubricants → keep as single group ────────────────────────────────────────
CASTROLIND,Lubricants
GANDHAR,Lubricants
GULFOILLUB,Lubricants
GULFPETRO,Lubricants
PANAMAPET,Lubricants
SOTL,Lubricants
VEEDOL,Lubricants

# ── Passenger Cars & Utility Vehicles → keep as single group ─────────────────
FORCEMOT,Passenger Cars & Utility Vehicles
HINDMOTORS,Passenger Cars & Utility Vehicles
HYUNDAI,Passenger Cars & Utility Vehicles
M&M,Passenger Cars & Utility Vehicles
MARUTI,Passenger Cars & Utility Vehicles
OLECTRA,Passenger Cars & Utility Vehicles
TMPV,Passenger Cars & Utility Vehicles

# ── Financial Institution → keep as single group ─────────────────────────────
HUDCO,Financial Institutions
IFCI,Financial Institutions
IREDA,Financial Institutions
IRFC,Financial Institutions
PFC,Financial Institutions
RECLTD,Financial Institutions
TFCILTD,Financial Institutions

# ── Animal Feed → keep as single group ───────────────────────────────────────
AJOONI,Animal Feed
AVANTIFEED,Animal Feed
GODREJAGRO,Animal Feed
MUKKA,Animal Feed
NARMADA,Animal Feed
WATERBASE,Animal Feed

# ── Leather And Leather Products → keep as single group ──────────────────────
AKI,Leather & Leather Products
BIL,Leather & Leather Products
MAYURUNIQ,Leather & Leather Products
MIRZAINT,Leather & Leather Products
SUPERHOUSE,Leather & Leather Products
ZENITHEXPO,Leather & Leather Products

# ── Granites & Marbles → keep as single group ────────────────────────────────
AROGRANITE,Granites & Marbles
GSLSU,Granites & Marbles
MADHAV,Granites & Marbles
MIDWESTLTD,Granites & Marbles
ORIENTALTL,Granites & Marbles
POKARNA,Granites & Marbles

# ── 2/3 Wheelers → keep as single group ──────────────────────────────────────
ATHERENERG,2/3 Wheelers
BAJAJ-AUTO,2/3 Wheelers
EICHERMOT,2/3 Wheelers
HEROMOTOCO,2/3 Wheelers
OLAELEC,2/3 Wheelers
TVSMOTOR,2/3 Wheelers

# ── Telecom - Cellular & Fixed line services → keep as single group ──────────
BHARTIARTL,Telecom - Cellular & Fixed Line
BHARTIHEXA,Telecom - Cellular & Fixed Line
IDEA,Telecom - Cellular & Fixed Line
MTNL,Telecom - Cellular & Fixed Line
TATACOMM,Telecom - Cellular & Fixed Line
TTML,Telecom - Cellular & Fixed Line

# ── Life Insurance → keep as single group ─────────────────────────────────────
CANHLIFE,Life Insurance
HDFCLIFE,Life Insurance
ICICIPRULI,Life Insurance
LICI,Life Insurance
MFSL,Life Insurance
SBILIFE,Life Insurance

# ── Abrasives & Bearings → keep as single group ──────────────────────────────
CARBORUNIV,Abrasives & Bearings
GRINDWELL,Abrasives & Bearings
NIBL,Abrasives & Bearings
SKFINDUS,Abrasives & Bearings
WENDT,Abrasives & Bearings

# ── Internet & Catalogue Retail → keep as single group ───────────────────────
CRIZAC,Internet & Catalogue Retail
INDIAMART,Internet & Catalogue Retail
JUSTDIAL,Internet & Catalogue Retail
MATRIMONY,Internet & Catalogue Retail
NAUKRI,Internet & Catalogue Retail
TCC,Internet & Catalogue Retail

# ── Dairy Products → keep as single group ────────────────────────────────────
DODLA,Dairy Products
HATSUN,Dairy Products
HERITGFOOD,Dairy Products
KWIL,Dairy Products
PARAGMILK,Dairy Products
VADILALIND,Dairy Products

# ── Stationary → keep as single group ────────────────────────────────────────
DOMS,Stationary
FLAIR,Stationary
KOKUYOCMLN,Stationary
LINC,Stationary
NAVNETEDUL,Stationary
SUNDARAM,Stationary

# ── Shipping → keep as single group ──────────────────────────────────────────
ESSARSHPNG,Shipping
GESHIP,Shipping
SCI,Shipping
SEAMECLTD,Shipping
SHREEJISPG,Shipping
TRANSWORLD,Shipping

# ── Medical Equipment & Supplies → keep as single group ──────────────────────
FABTECH,Medical Equipment & Supplies
FISCHER,Medical Equipment & Supplies
LAXMIDENTL,Medical Equipment & Supplies
NURECA,Medical Equipment & Supplies
POLYMED,Medical Equipment & Supplies
TARSONS,Medical Equipment & Supplies

# ── General Insurance → keep as single group ─────────────────────────────────
GICRE,General Insurance
GODIGIT,General Insurance
ICICIGI,General Insurance
NIACL,General Insurance
NIVABUPA,General Insurance
STARHEALTH,General Insurance

# ── Telecom - Infrastructure → keep as single group ──────────────────────────
GTLINFRA,Telecom Infrastructure
HFCL,Telecom Infrastructure
INDUSTOWER,Telecom Infrastructure
PACEDIGITK,Telecom Infrastructure
SUYOG,Telecom Infrastructure
VINDHYATEL,Telecom Infrastructure

# ── Telecom - Equipment & Accessories → keep as single group ─────────────────
AKSHOPTFBR,Telecom Equipment & Accessories
BIRLACABLE,Telecom Equipment & Accessories
ITI,Telecom Equipment & Accessories
OPTIEMUS,Telecom Equipment & Accessories
STLTECH,Telecom Equipment & Accessories
TEJASNET,Telecom Equipment & Accessories
TNTELE,Telecom Equipment & Accessories
UMIYA-MRO,Telecom Equipment & Accessories

