nse_ticker,sector,industry,basic_industry,notes
KUANTUMGLO,Consumer,Packaging,,
KWALITY,CONSUMER GOODS,CONSUMER NON DURABLES,CONSUMER FOOD,nse_official
KWIL,Fast Moving Consumer Goods,Food Products,Dairy Products,nse_official
L&T,Infra,EPC & Construction,,
LAGNAM,Textiles,Textiles & Apparels,Other Textile Products,nse_official
LAKSHMI,Cap Goods,Textile Machinery,,
LAKSHMIBANK,Banking,Regional Banks,,
LAKSHVIL,Banking,Regional Banks,,
LAKSHVILAS,FINANCIAL SERVICES,BANKS,BANKS,nse_official
LAL,Textiles,Textiles & Apparels,Garments & Apparels,nse_official
LALPATHLAB,Healthcare,Healthcare Services,Healthcare Service Provider,nse_official
LAMBODHARA,Textiles,Textiles & Apparels,Other Textile Products,nse_official
LANDMARK,Automobile and Auto Components,Automobiles,Auto Dealer,nse_official
LAOPALA,Consumer Durables,Consumer Durables,Glass - Consumer,nse_official
LARSEN,Cap Goods,Construction & Engineering,,
LASA,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
LATENTVIEW,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
LATTEYS,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines,nse_official
LAURUS,Pharma,Pharma API,,
LAURUSLABS,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
LAXMIDENTL,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies,nse_official
LAXMIINDIA,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
LEEHOLIDAY,Consumer,Hotels,,
LEHAR,Consumer,Consumer Retail - Footwear,,
LEMERITE,Textiles,Textiles & Apparels,Trading - Textile Products,nse_official
LEMONTRE,Consumer,Hotels,,
LEMONTREE,Consumer Services,Leisure Services,Hotels & Resorts,nse_official
LENSKART,Consumer Services,Retailing,Speciality Retail,nse_official
LFIC,Financial Services,Finance,Investment Company,nse_official
LGBBROSLTD,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
LGEINDIA,Consumer Durables,Consumer Durables,Household Appliances,nse_official
LGHL,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,nse_official
LIBAS,Textiles,Textiles & Apparels,Garments & Apparels,nse_official
LIBERTSHOE,Consumer Durables,Consumer Durables,Footwear,nse_official
LIBERTY,Consumer,Consumer Retail - Footwear,,
LICHSGFIN,Financial Services,Finance,Housing Finance Company,nse_official
LICI,Financial Services,Insurance,Life Insurance,nse_official
LIKHITHA,Construction,Construction,Civil Construction,nse_official
LINC,Fast Moving Consumer Goods,Household Products,Stationary,nse_official
LINCOLN,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
LINCOLNCAP,Chemicals,Specialty Chemicals,,
LINDE,Chemicals,Specialty Chemicals,,
LINDEINDIA,Chemicals,Chemicals & Petrochemicals,Industrial Gases,nse_official
LLOYDS,Consumer Services,Leisure Services,Wellness,nse_official
LLOYDSENGG,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
LLOYDSENT,Metals & Mining,Metals & Minerals Trading,Trading - Metals,nse_official
LLOYDSME,Metals & Mining,Minerals & Mining,Industrial Minerals,nse_official
LMW,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
LODHA,Realty,Realty,Residential Commercial Projects,nse_official
LOKESHMACH,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
LORDSCHLO,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,nse_official
LOTUSDEV,Realty,Realty,Residential Commercial Projects,nse_official
LOTUSEYE,Healthcare,Healthcare Services,Hospital,nse_official
LOVABLE,Textiles,Textiles & Apparels,Garments & Apparels,nse_official
LPDC,Realty,Realty,Real Estate related services,nse_official
LT,Construction,Construction,Civil Construction,nse_official
LTF,Financial Services,Finance,Investment Company,nse_official
LTFOODS,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,nse_official
LTI,IT,IT Services,,
LTIM,IT,IT Services,,
LTM,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
LTTS,Information Technology,IT - Services,IT Enabled Services,nse_official
LUMAXIND,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
LUMAXTECH,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
LUPIN,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
LUX,Textiles,Textiles - Innerwear,,
LUXIND,Textiles,Textiles & Apparels,Garments & Apparels,nse_official
LXCHEM,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
LYKALABS,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
LYPSAGEMS,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,nse_official
M&M,Auto,Auto OEM - 4W,Passenger Cars & Utility Vehicles,
M&MFIN,Financials,Vehicle Finance,Non Banking Financial Company (NBFC),
MACPOWER,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
MACROTECH,RealEstate,Real Estate - Residential,,
MADHAV,Consumer Durables,Consumer Durables,Granites & Marbles,nse_official
MADHUCON,Construction,Construction,Civil Construction,nse_official
MADRASFERT,Chemicals,Fertilizers & Agrochemicals,Fertilizers,nse_official
MAGADSUGAR,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,nse_official
MAGNUM,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,nse_official
MAHABANK,Financial Services,Banks,Public Sector Bank,nse_official
MAHAPEXLTD,Financial Services,Finance,Other Financial Services,nse_official
MAHEPC,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
MAHESHWARI,Diversified,Diversified,Diversified,nse_official
MAHGL,Energy,City Gas Distribution,,
MAHINDCIE,Auto,Metal Forgings & Castings,,
MAHINDHOLIDAY,Consumer,Travel & Tourism,,
MAHINDRACIE,Auto,Metal Forgings & Castings,,
MAHLIFE,Realty,Realty,Residential Commercial Projects,nse_official
MAHLOG,Services,Transport Services,Logistics Solution Provider,nse_official
MAHSCOOTER,Financial Services,Finance,Investment Company,nse_official
MAHSEAMLES,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
MAITHANALL,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese,nse_official
MAKEMYTRIP,Internet,Travel Tech,,
MALLCOM,Capital Goods,Industrial Products,Other Industrial Products,nse_official
MALUPAPER,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,nse_official
MAMATA,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
MANAKCOAT,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
MANAKSIA,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
MANAKSTEEL,Metals & Mining,Ferrous Metals,Iron & Steel,nse_official
MANALIPETC,Chemicals,Chemicals & Petrochemicals,Petrochemicals,nse_official
MANAPPURAM,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
MANBA,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
MANCREDIT,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
MANGLAM,Metals,Steel Wires,,
MANGLMCEM,Construction Materials,Cement & Cement Products,Cement & Cement Products,nse_official
MANINDS,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
MANINFRA,Realty,Realty,Residential Commercial Projects,nse_official
MANKIND,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
MANOMAY,Textiles,Textiles & Apparels,Other Textile Products,nse_official
MANORAMA,Fast Moving Consumer Goods,Food Products,Other Food Products,nse_official
MANORG,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,nse_official
MANUGRAPH,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
MANYAVAR,Consumer Services,Retailing,Speciality Retail,nse_official
MAPMYINDIA,Information Technology,IT - Software,Software Products,nse_official
MARALOVER,Textiles,Textiles & Apparels,Other Textile Products,nse_official
MARATHON,Realty,Realty,Residential Commercial Projects,nse_official
MARICO,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,nse_official
MARINE,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
MARKOLINES,Construction,Construction,Civil Construction,nse_official
MARKSANS,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
MARSONS,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,nse_official
MARUTI,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles,nse_official
MASFIN,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
MASKINVEST,Financial Services,Finance,Investment Company,nse_official
MASTEK,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
MASTERTR,Financial Services,Capital Markets,Stockbroking & Allied,nse_official
MATRIMONY,Consumer Services,Retailing,Internet & Catalogue Retail,nse_official
MAWANASUG,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,nse_official
MAXESTATES,Realty,Realty,Residential Commercial Projects,nse_official
MAXFIN,Financials,NBFC,,
MAXHEALTH,Healthcare,Healthcare Services,Hospital,nse_official
MAXIND,Financial Services,Finance,Holding Company,nse_official
MAXLIFE,Financials,Life Insurance,,
MAYURUNIQ,Consumer Durables,Consumer Durables,Leather And Leather Products,nse_official
MAZDA,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
MAZDOCK,Capital Goods,Industrial Manufacturing,Ship Building & Allied Services,nse_official
MBAPL,Chemicals,Fertilizers & Agrochemicals,Fertilizers,nse_official
MBEL,Construction,Construction,Civil Construction,nse_official
MBLINFRA,Construction,Construction,Civil Construction,nse_official
MCDOWELL-N,FMCG,FMCG - Beverages,,
MCLEODRUS,Agri,Tea Plantations,,
MCLEODRUSS,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,nse_official
MCLOUD,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
MCX,Financial Services,Capital Markets,Exchange and Data Platform,nse_official
MCXINDIA,Financials,Capital Markets,,
MDL,Consumer Durables,Consumer Durables,Furniture Home Furnishing,nse_official
MEDANTA,Healthcare,Healthcare Services,Hospital,nse_official
MEDIASSIST,Financial Services,Insurance,Insurance Distributors,nse_official
MEDICAMEQ,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
MEDICO,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
MEDKART,Pharma,Pharmacy Retail,,
MEDPLUS,Consumer Services,Retailing,Pharmacy Retail,nse_official
MEESHO,Consumer Services,Retailing,E-Retail/ E-Commerce,nse_official
MEGASTAR,Fast Moving Consumer Goods,Food Products,Other Food Products,nse_official
MEIL,Capital Goods,Electrical Equipment,Other Electrical Equipment,nse_official
MENONBE,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
MESCAB,Cables,Cables & Wires,,
METRO,Consumer,Consumer Retail - Footwear,,
METROBRAND,Consumer Durables,Consumer Durables,Footwear,nse_official
METROPOLIS,Healthcare,Healthcare Services,Healthcare Service Provider,nse_official
MFML,Textiles,Textiles & Apparels,Other Textile Products,nse_official
MFSL,Financial Services,Insurance,Life Insurance,nse_official
MGEL,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,nse_official
MGL,Oil Gas & Consumable Fuels,Gas,LPG/CNG/PNG/LNG Supplier,nse_official
MHLXMIRU,Textiles,Textiles & Apparels,Other Textile Products,nse_official
MHRIL,Consumer Services,Leisure Services,Hotels & Resorts,nse_official
MICEL,Capital Goods,Industrial Products,Other Industrial Products,nse_official
MIDHANI,Capital Goods,Aerospace & Defense,Aerospace & Defense,nse_official
MIDWESTLTD,Consumer Durables,Consumer Durables,Granites & Marbles,nse_official
MINDA,Auto,Auto Ancillaries,,
MINDACORP,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
MINDAIND,Auto,Auto Ancillaries,,
MINDSPACE,Realty,Realty,Real Estate Investment Trusts (REITs),nse_official
MINDTECK,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
MIRC,Consumer,Consumer Electronics,,
MIRCELECTR,Consumer Durables,Consumer Durables,Consumer Electronics,nse_official
MIRZAINT,Consumer Durables,Consumer Durables,Leather And Leather Products,nse_official
MISHRA,Metals,Non-Ferrous Metals,,
MITCON,Services,Commercial Services & Supplies,Consulting Services,nse_official
MITTAL,Textiles,Textiles & Apparels,Garments & Apparels,nse_official
MKPL,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,nse_official
MKTGCD,Packaging,Packaging,,
MMFL,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
MMP,Metals & Mining,Non - Ferrous Metals,Aluminium,nse_official
MMTC,Services,Commercial Services & Supplies,Trading & Distributors,nse_official
MOBIKWIK,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),nse_official
MODINATUR,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,nse_official
MODIRUBBER,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,nse_official
MODIS,Realty,Realty,Residential Commercial Projects,nse_official
MODISONLTD,Capital Goods,Electrical Equipment,Other Electrical Equipment,nse_official
MODTHREAD,Textiles,Textiles & Apparels,Other Textile Products,nse_official
MOFSL,Financials,Wealth Management,,
MOHITIND,Textiles,Textiles & Apparels,Other Textile Products,nse_official
MOIL,Metals & Mining,Minerals & Mining,Industrial Minerals,nse_official
MOKSH,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,nse_official
MOL,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,nse_official
MOLD,Cap Goods,Plastic Pipes,,
MOLD-TEK,Packaging,Packaging - Rigid,,
MOLDTECH,Construction,Construction,Civil Construction,nse_official
MOLDTEK,Packaging,Packaging - Containers,,
MOLDTKPAC,Capital Goods,Industrial Products,Packaging,nse_official
MONARCH,Financial Services,Capital Markets,Stockbroking & Allied,nse_official
MONEYBOXX,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
MONTECARLO,Textiles,Textiles & Apparels,Garments & Apparels,nse_official
MOREPENLAB,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
MOSCHIP,Information Technology,IT - Hardware,Computers Hardware & Equipments,nse_official
MOSDOH,Energy,Renewable,,
MOTHERSON,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
MOTILALOFS,Financial Services,Capital Markets,Stockbroking & Allied,nse_official
MOTISONS,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,nse_official
MOTOGENFIN,Services,Commercial Services & Supplies,Diversified Commercial Services,nse_official
MPHASIS,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
MPSLTD,Consumer Services,Other Consumer Services,E-Learning,nse_official
MRF,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,nse_official
MRPL,Oil Gas & Consumable Fuels,Petroleum Products,Refineries & Marketing,nse_official
MSPL,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
MSTCLTD,Services,Commercial Services & Supplies,Trading & Distributors,nse_official
MSUMI,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
MTAR,Defense,Aerospace & Defense,,
MTARTECH,Capital Goods,Electrical Equipment,Other Electrical Equipment,nse_official
MTNL,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,nse_official
MUFIN,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
MUFTI,Consumer Services,Retailing,Speciality Retail,nse_official
MUKANDFIN,Financials,NBFC,,
MUKANDLTD,Metals & Mining,Ferrous Metals,Iron & Steel,nse_official
MUKKA,Fast Moving Consumer Goods,Food Products,Animal Feed,nse_official
MUKTAARTS,Media Entertainment & Publication,Entertainment,Film Production Distribution & Exhibition,nse_official
MUNJALAU,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
MUNJALSHOW,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
MURUDCERA,Consumer Durables,Consumer Durables,Ceramics,nse_official
MUTHOOTCAP,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
MUTHOOTFIN,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
MUTHOOTMF,Financial Services,Finance,Microfinance Institutions,nse_official
MVGJL,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,nse_official
MWL,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
NACLIND,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,nse_official
NAGAFERT,Chemicals,Fertilizers & Agrochemicals,Fertilizers,nse_official
NAGREEKCAP,Financial Services,Finance,Investment Company,nse_official
NAGREEKEXP,Textiles,Textiles & Apparels,Other Textile Products,nse_official
NAHARCAP,Financial Services,Finance,Investment Company,nse_official
NAHAREXP,Other,Other,,nse_official
NAHARINDUS,Textiles,Textiles & Apparels,Other Textile Products,nse_official
NAHARPOLY,Capital Goods,Industrial Products,Packaging,nse_official
NAHARSPING,Textiles,Textiles & Apparels,Other Textile Products,nse_official
NAINITALBNK,Banking,Regional Banks,,
NALCO,Metals,Aluminium,,
NAM-INDIA,Financial Services,Capital Markets,Asset Management Company,nse_official
NARAYANA,Pharma,Hospitals,,
NARMADA,Fast Moving Consumer Goods,Food Products,Animal Feed,nse_official
NATCAPSUQ,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
NATCO,Pharma,Pharma Formulations,,
NATCOPHARM,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
NATHBIOGEN,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,nse_official
NATHPULP,Consumer,Paper,,
NATIONALUM,Metals & Mining,Non - Ferrous Metals,Aluminium,nse_official
NAUKRI,Consumer Services,Retailing,Internet & Catalogue Retail,nse_official
NAVA,Power,Power,Power Generation,nse_official
NAVINFIN,Financials,Microfinance,,
NAVINFLUOR,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
NAVKARCORP,Services,Transport Services,Logistics Solution Provider,nse_official
NAVKARURB,Construction,Construction,Civil Construction,nse_official
NAVNETEDUL,Fast Moving Consumer Goods,Household Products,Stationary,nse_official
NAZARA,Media Entertainment & Publication,Entertainment,Digital Entertainment,nse_official
NBCC,Construction,Construction,Civil Construction,nse_official
NBIFIN,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
NCC,Construction,Construction,Civil Construction,nse_official
NCLIND,Construction Materials,Cement & Cement Products,Cement & Cement Products,nse_official
NDGL,Financial Services,Finance,Investment Company,nse_official
NDL,Textiles,Textiles & Apparels,Other Textile Products,nse_official
NDLVENTURE,Financial Services,Finance,Other Financial Services,nse_official
NDRAUTO,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
NDTV,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production,nse_official
NECCLTD,Services,Transport Services,Logistics Solution Provider,nse_official
NECLIFE,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
NELCAST,Capital Goods,Industrial Products,Castings & Forgings,nse_official
NELCO,Information Technology,IT - Hardware,Computers Hardware & Equipments,nse_official
NEOGEN,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
NEPHROPLUS,Healthcare,Healthcare Services,Healthcare Service Provider,nse_official
NESCO,Services,Commercial Services & Supplies,Diversified Commercial Services,nse_official
NESTLEIND,Fast Moving Consumer Goods,Food Products,Packaged Foods,nse_official
NETSOL,IT,IT Services,,
NETWEB,Information Technology,IT - Services,IT Enabled Services,nse_official
NETWORK18,Media Entertainment & Publication,Entertainment,Media & Entertainment,nse_official
NEULANDLAB,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
NEWGEN,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
NEXTMEDIA,Media Entertainment & Publication,Entertainment,Media & Entertainment,nse_official
NEXUS,RealEstate,REIT,,
NFL,Chemicals,Fertilizers & Agrochemicals,Fertilizers,nse_official
NGIL,Fast Moving Consumer Goods,Food Products,Packaged Foods,nse_official
NGLFINE,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
NH,Healthcare,Healthcare Services,Hospital,nse_official
NHLIND,Pharma,Hospitals,,
NHPC,Power,Power,Power Generation,nse_official
NIACINDIA,Financials,General Insurance,,
NIACL,Financial Services,Insurance,General Insurance,nse_official
NIARE,Financials,Reinsurance,,
NIBE,Capital Goods,Aerospace & Defense,Aerospace & Defense,nse_official
NIBL,Capital Goods,Industrial Products,Abrasives & Bearings,nse_official
NIFTYMET,Metals,Steel,,
NIINSYS,IT,IT Services,,
NIIT,IT,Education,,
NIITLTD,Consumer Services,Other Consumer Services,Education,nse_official
NIITMTS,Consumer Services,Other Consumer Services,Education,nse_official
NIITNX,IT,IT Services,,
NIITTECH,IT,IT Services,,
NIKHILAD,Textiles,Technical Textiles,,
NILAINFRA,Realty,Realty,Residential Commercial Projects,nse_official
NILASPACES,Realty,Realty,Residential Commercial Projects,nse_official
NILE,Metals & Mining,Minerals & Mining,Industrial Minerals,nse_official
NILKAMAL,Consumer Durables,Consumer Durables,Plastic Products - Consumer,nse_official
NINSYS,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
NIPPOBATRY,Fast Moving Consumer Goods,Household Products,Household Products,nse_official
NIPPONAMC,Financials,Asset Management,,
NIPPONSEIMC,Financials,Asset Management,,
NIRAJ,Construction,Construction,Civil Construction,nse_official
NITCO,Consumer Durables,Consumer Durables,Ceramics,nse_official
NITIN,Textiles,Yarn & Fabric,,
NITINSPIN,Textiles,Textiles & Apparels,Other Textile Products,nse_official
NITIRAJ,Capital Goods,Electrical Equipment,Other Electrical Equipment,nse_official
NITISHK,Consumer,Tiles,,
NIVABUPA,Financial Services,Insurance,General Insurance,nse_official
NKIND,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,nse_official
NLCINDIA,Power,Power,Power Generation,nse_official
NMDC,Metals & Mining,Minerals & Mining,Industrial Minerals,nse_official
NMSPACK,Packaging,Packaging - Rigid,,
NMSWORKS,Textiles,Textiles - Synthetic,,
NOCIL,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
NOIDATOLL,Services,Transport Infrastructure,Road Assets - Toll Annuity Hybrid-Annuity,nse_official
NORTHARC,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
NOVAAGRI,Chemicals,Fertilizers & Agrochemicals,Fertilizers,nse_official
NOVARTIS,Pharma,Pharma Formulations,,
NPCIL,Energy,Power Generation,,
NPST,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),nse_official
NPTC,Energy,Power Generation,,
NRAIL,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,nse_official
NRBBEARING,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
NRL,Metals & Mining,Metals & Minerals Trading,Trading - Metals,nse_official
NSDL,Financials,Fintech,,
NSIL,Financial Services,Finance,Investment Company,nse_official
NSLNISP,Metals & Mining,Ferrous Metals,Iron & Steel,nse_official
NTPC,Power,Power,Power Generation,nse_official
NTPCGREEN,Power,Power,Power Generation,nse_official
NUCLEUS,Information Technology,IT - Software,Software Products,nse_official
NURECA,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies,nse_official
NUVAMA,Financial Services,Capital Markets,Stockbroking & Allied,nse_official
NUVOCO,Construction Materials,Cement & Cement Products,Cement & Cement Products,nse_official
NXTDIGITAL,Telecom,Broadcasting,,
NYKAA,Consumer Services,Retailing,E-Retail/ E-Commerce,nse_official
OAL,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
OBCL,Services,Transport Services,Logistics Solution Provider,nse_official
OBEROIREAL,RealEstate,Real Estate - Residential,,
OBEROIRLTY,Realty,Realty,Residential Commercial Projects,nse_official
OCCL,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,nse_official
OCCLLTD,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,nse_official
ODIGMA,Information Technology,IT - Services,IT Enabled Services,nse_official
OFSS,Information Technology,IT - Software,Software Products,nse_official
OIL,Oil Gas & Consumable Fuels,Oil,Oil Exploration & Production,nse_official
OILCOUNTUB,Oil Gas & Consumable Fuels,Oil,Oil Equipment & Services,nse_official
OILINDIA,Energy,Oil Exploration,,
OLA,Auto,EV Ecosystem,,
OLAELEC,Automobile and Auto Components,Automobiles,2/3 Wheelers,nse_official
OLARIDER,Auto,Auto OEM - EV,,
OLECTRA,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles,nse_official
OMAXAUTO,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
OMAXE,Realty,Realty,Residential Commercial Projects,nse_official
OMFREIGHT,Services,Transport Services,Logistics Solution Provider,nse_official
OMINFRAL,Construction,Construction,Civil Construction,nse_official
OMNI,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
ONELIFECAP,Financial Services,Capital Markets,Stockbroking & Allied,nse_official
ONEPOINT,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),nse_official
ONESOURCE,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
ONGC,Oil Gas & Consumable Fuels,Oil,Oil Exploration & Production,nse_official
ONMOBILE,Media Entertainment & Publication,Media,Web based media and service,nse_official
ONWARDTEC,Information Technology,IT - Services,IT Enabled Services,nse_official
OPTIEMUS,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories,nse_official
ORBTEXP,Textiles,Textiles & Apparels,Other Textile Products,nse_official
ORCHASP,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
ORCHPHARMA,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
ORICONENT,Capital Goods,Industrial Products,Packaging,nse_official
ORIENTALTL,Consumer Durables,Consumer Durables,Granites & Marbles,nse_official
ORIENTBELL,Consumer Durables,Consumer Durables,Ceramics,nse_official
ORIENTCEM,Construction Materials,Cement & Cement Products,Cement & Cement Products,nse_official
ORIENTCER,Capital Goods,Industrial Products,Electrodes & Refractories,nse_official
ORIENTELC,Financials,Insurance,,
ORIENTELEC,Consumer Durables,Consumer Durables,Household Appliances,nse_official
ORIENTGREEN,Renewable,Wind Energy,,
ORIENTHOT,Consumer Services,Leisure Services,Hotels & Resorts,nse_official
ORIENTINS,Financials,General Insurance,,
ORIENTLTD,Capital Goods,Industrial Products,Packaging,nse_official
ORIENTPPR,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,nse_official
ORIENTTECH,Information Technology,IT - Services,IT Enabled Services,nse_official
ORISSAMINE,Metals & Mining,Minerals & Mining,Industrial Minerals,nse_official
ORKLAINDIA,Fast Moving Consumer Goods,Food Products,Other Food Products,nse_official
OSIAHYPER,Consumer Services,Retailing,Diversified Retail,nse_official
OSWALAGRO,Services,Commercial Services & Supplies,Trading & Distributors,nse_official
OSWALGREEN,Financial Services,Finance,Investment Company,nse_official
OSWALPUMPS,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines,nse_official
OSWALSEEDS,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,nse_official
OWM,Textiles,Textiles - Synthetic,,
PACEDIGITK,Telecommunication,Telecom - Services,Telecom - Infrastructure,nse_official
PAGEIND,Textiles,Textiles & Apparels,Garments & Apparels,nse_official
PAGES,Textiles,Consumer Retail - Apparel,,
PAHARPUR,Cap Goods,Heat Exchange & Boilers,,
PAISALO,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
PAKKA,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,nse_official
PALASHSECU,Fast Moving Consumer Goods,Food Products,Packaged Foods,nse_official
PALREDTEC,Information Technology,IT - Services,IT Enabled Services,nse_official
PANACEA,Pharma,Pharma API,,
PANACEABIO,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
PANAMAPET,Oil Gas & Consumable Fuels,Petroleum Products,Lubricants,nse_official
