nse_ticker,theme_key,theme_name
MHLXMIRU,discretionary,Premium Consumer Discretionary
MHLXMIRU,new_age_tech,New-Age Tech (Internet/Fintech)
MHRIL,discretionary,Premium Consumer Discretionary
MICEL,semis,Semiconductors & Electronics Manufacturing
MICEL,capex,Broad Capital Goods Cycle
MIDHANI,defense,Defense & Aerospace
MIDWESTLTD,discretionary,Premium Consumer Discretionary
MINDACORP,ev,Electric Vehicles
MINDSPACE,realty,Real Estate
MINDTECK,it_services,IT Services
MIRCELECTR,semis,Semiconductors & Electronics Manufacturing
MIRCELECTR,discretionary,Premium Consumer Discretionary
MIRZAINT,discretionary,Premium Consumer Discretionary
MITTAL,discretionary,Premium Consumer Discretionary
MKPL,fmcg_staples,FMCG Staples
MMFL,ev,Electric Vehicles
MMP,metals,Metals & Mining
MODINATUR,fmcg_staples,FMCG Staples
MODIS,realty,Real Estate
MODISONLTD,semis,Semiconductors & Electronics Manufacturing
MODISONLTD,capex,Broad Capital Goods Cycle
MODTHREAD,discretionary,Premium Consumer Discretionary
MOHITIND,discretionary,Premium Consumer Discretionary
MOIL,metals,Metals & Mining
MOKSH,discretionary,Premium Consumer Discretionary
MOL,specialty_chem,Specialty Chemicals
MOL,rural_agri,Rural & Agri
MOLDTECH,new_age_tech,New-Age Tech (Internet/Fintech)
MONARCH,capital_markets,Capital Markets & Exchanges
MONTECARLO,discretionary,Premium Consumer Discretionary
MOREPENLAB,cdmo_pharma,CDMO / CRAMS Pharma
MOREPENLAB,branded_pharma,Branded Formulations Pharma
MOSCHIP,new_age_tech,New-Age Tech (Internet/Fintech)
MOTHERSON,ev,Electric Vehicles
MOTILALOFS,capital_markets,Capital Markets & Exchanges
MOTISONS,discretionary,Premium Consumer Discretionary
MPHASIS,it_services,IT Services
MPSLTD,discretionary,Premium Consumer Discretionary
MRPL,oil_downstream,Oil & Gas — Downstream & Gas Utilities
MSPL,metals,Metals & Mining
MSUMI,ev,Electric Vehicles
MTARTECH,defense,Defense & Aerospace
MTARTECH,semis,Semiconductors & Electronics Manufacturing
MTARTECH,capex,Broad Capital Goods Cycle
MTARTECH,new_age_tech,New-Age Tech (Internet/Fintech)
MUFIN,renewables,Renewables & Clean Energy
MUFTI,discretionary,Premium Consumer Discretionary
MUKANDLTD,metals,Metals & Mining
MUNJALAU,ev,Electric Vehicles
MUNJALSHOW,ev,Electric Vehicles
MURUDCERA,discretionary,Premium Consumer Discretionary
MUTHOOTFIN,nbfc,NBFC — Retail & Diversified
MVGJL,discretionary,Premium Consumer Discretionary
MWL,metals,Metals & Mining
NACLIND,specialty_chem,Specialty Chemicals
NACLIND,rural_agri,Rural & Agri
NAGAFERT,specialty_chem,Specialty Chemicals
NAGAFERT,rural_agri,Rural & Agri
NAGREEKEXP,discretionary,Premium Consumer Discretionary
NAHARINDUS,discretionary,Premium Consumer Discretionary
NAHARSPING,discretionary,Premium Consumer Discretionary
NALCO,metals,Metals & Mining
NAM-INDIA,capital_markets,Capital Markets & Exchanges
NATCAPSUQ,cdmo_pharma,CDMO / CRAMS Pharma
NATCAPSUQ,branded_pharma,Branded Formulations Pharma
NATCOPHARM,cdmo_pharma,CDMO / CRAMS Pharma
NATCOPHARM,branded_pharma,Branded Formulations Pharma
NATHBIOGEN,fmcg_staples,FMCG Staples
NATIONALUM,metals,Metals & Mining
NAUKRI,discretionary,Premium Consumer Discretionary
NAUKRI,new_age_tech,New-Age Tech (Internet/Fintech)
NAVINFLUOR,specialty_chem,Specialty Chemicals
NAVKARCORP,logistics,Logistics & Supply Chain
NAZARA,new_age_tech,New-Age Tech (Internet/Fintech)
NBCC,realty,Real Estate
NCLIND,cement,Cement
NDL,discretionary,Premium Consumer Discretionary
NDRAUTO,ev,Electric Vehicles
NDTV,ev,Electric Vehicles
NECCLTD,logistics,Logistics & Supply Chain
NECLIFE,cdmo_pharma,CDMO / CRAMS Pharma
NECLIFE,branded_pharma,Branded Formulations Pharma
NEOGEN,specialty_chem,Specialty Chemicals
NEPHROPLUS,hospitals,Hospitals & Healthcare Services
NESTLEIND,fmcg_staples,FMCG Staples
NETWEB,it_services,IT Services
NETWEB,new_age_tech,New-Age Tech (Internet/Fintech)
NETWEB,data_center,Data Center & Digital Infra
NEULANDLAB,cdmo_pharma,CDMO / CRAMS Pharma
NEULANDLAB,branded_pharma,Branded Formulations Pharma
NEWGEN,it_services,IT Services
NEWGEN,new_age_tech,New-Age Tech (Internet/Fintech)
NFL,specialty_chem,Specialty Chemicals
NFL,rural_agri,Rural & Agri
NGLFINE,cdmo_pharma,CDMO / CRAMS Pharma
NGLFINE,branded_pharma,Branded Formulations Pharma
NH,hospitals,Hospitals & Healthcare Services
NHPC,psu_capex,PSU Capex Beneficiaries
NIACL,general_insurance,General & Health Insurance
NIBE,defense,Defense & Aerospace
NIITLTD,discretionary,Premium Consumer Discretionary
NIITMTS,discretionary,Premium Consumer Discretionary
NIITMTS,it_services,IT Services
NILAINFRA,realty,Real Estate
NILASPACES,realty,Real Estate
NILE,metals,Metals & Mining
NILKAMAL,discretionary,Premium Consumer Discretionary
NINSYS,it_services,IT Services
NITCO,discretionary,Premium Consumer Discretionary
NITINSPIN,discretionary,Premium Consumer Discretionary
NITIRAJ,semis,Semiconductors & Electronics Manufacturing
NITIRAJ,capex,Broad Capital Goods Cycle
NIVABUPA,general_insurance,General & Health Insurance
NKIND,fmcg_staples,FMCG Staples
NMDC,psu_capex,PSU Capex Beneficiaries
NMDC,metals,Metals & Mining
NOCIL,specialty_chem,Specialty Chemicals
NOVAAGRI,specialty_chem,Specialty Chemicals
NOVAAGRI,new_age_tech,New-Age Tech (Internet/Fintech)
NOVAAGRI,rural_agri,Rural & Agri
NPST,new_age_tech,New-Age Tech (Internet/Fintech)
NRBBEARING,ev,Electric Vehicles
NRL,metals,Metals & Mining
NSLNISP,metals,Metals & Mining
NTPC,renewables,Renewables & Clean Energy
NTPC,psu_capex,PSU Capex Beneficiaries
NTPCGREEN,renewables,Renewables & Clean Energy
NUVAMA,capital_markets,Capital Markets & Exchanges
NUVOCO,cement,Cement
NXTDIGITAL,data_center,Data Center & Digital Infra
NYKAA,discretionary,Premium Consumer Discretionary
NYKAA,new_age_tech,New-Age Tech (Internet/Fintech)
OAL,specialty_chem,Specialty Chemicals
OBCL,logistics,Logistics & Supply Chain
OBEROIRLTY,realty,Real Estate
OCCL,specialty_chem,Specialty Chemicals
OCCLLTD,specialty_chem,Specialty Chemicals
ODIGMA,it_services,IT Services
OFSS,it_services,IT Services
OIL,psu_capex,PSU Capex Beneficiaries
OIL,oil_upstream,Oil & Gas — Upstream
OLAELEC,ev,Electric Vehicles
OLAELEC,new_age_tech,New-Age Tech (Internet/Fintech)
OLECTRA,ev,Electric Vehicles
OLECTRA,renewables,Renewables & Clean Energy
OLECTRA,new_age_tech,New-Age Tech (Internet/Fintech)
OMAXAUTO,ev,Electric Vehicles
OMAXE,realty,Real Estate
OMFREIGHT,logistics,Logistics & Supply Chain
OMNI,capex,Broad Capital Goods Cycle
OMNI,new_age_tech,New-Age Tech (Internet/Fintech)
ONELIFECAP,capital_markets,Capital Markets & Exchanges
ONESOURCE,cdmo_pharma,CDMO / CRAMS Pharma
ONESOURCE,branded_pharma,Branded Formulations Pharma
ONGC,psu_capex,PSU Capex Beneficiaries
ONGC,oil_upstream,Oil & Gas — Upstream
ONWARDTEC,it_services,IT Services
ONWARDTEC,new_age_tech,New-Age Tech (Internet/Fintech)
ORBTEXP,discretionary,Premium Consumer Discretionary
ORCHASP,it_services,IT Services
ORCHPHARMA,cdmo_pharma,CDMO / CRAMS Pharma
ORCHPHARMA,branded_pharma,Branded Formulations Pharma
ORIENTALTL,discretionary,Premium Consumer Discretionary
ORIENTBELL,discretionary,Premium Consumer Discretionary
ORIENTCEM,cement,Cement
ORIENTCER,new_age_tech,New-Age Tech (Internet/Fintech)
ORIENTELEC,ev,Electric Vehicles
ORIENTELEC,discretionary,Premium Consumer Discretionary
ORIENTHOT,discretionary,Premium Consumer Discretionary
ORIENTTECH,it_services,IT Services
ORIENTTECH,new_age_tech,New-Age Tech (Internet/Fintech)
ORISSAMINE,ev,Electric Vehicles
ORISSAMINE,metals,Metals & Mining
OSIAHYPER,discretionary,Premium Consumer Discretionary
OSWALGREEN,renewables,Renewables & Clean Energy
OSWALGREEN,new_age_tech,New-Age Tech (Internet/Fintech)
OSWALSEEDS,fmcg_staples,FMCG Staples
PAGEIND,discretionary,Premium Consumer Discretionary
PAISALO,new_age_tech,New-Age Tech (Internet/Fintech)
PALREDTEC,it_services,IT Services
PALREDTEC,new_age_tech,New-Age Tech (Internet/Fintech)
PANACEABIO,cdmo_pharma,CDMO / CRAMS Pharma
PANACEABIO,branded_pharma,Branded Formulations Pharma
PANSARI,ev,Electric Vehicles
PANSARI,realty,Real Estate
PAR,cdmo_pharma,CDMO / CRAMS Pharma
PAR,branded_pharma,Branded Formulations Pharma
PARABDRUGS,cdmo_pharma,CDMO / CRAMS Pharma
PARABDRUGS,branded_pharma,Branded Formulations Pharma
PARADEEP,specialty_chem,Specialty Chemicals
PARADEEP,rural_agri,Rural & Agri
PARAMOUNT,discretionary,Premium Consumer Discretionary
PARAS,defense,Defense & Aerospace
PARAS,new_age_tech,New-Age Tech (Internet/Fintech)
PARKHOSPS,hospitals,Hospitals & Healthcare Services
PARKHOTELS,discretionary,Premium Consumer Discretionary
PARSVNATH,ev,Electric Vehicles
PARSVNATH,realty,Real Estate
PASHUPATI,discretionary,Premium Consumer Discretionary
PASUPTAC,specialty_chem,Specialty Chemicals
PATANJALI,fmcg_staples,FMCG Staples
PATELRMART,discretionary,Premium Consumer Discretionary
PATINTLOG,logistics,Logistics & Supply Chain
PAUSHAKLTD,specialty_chem,Specialty Chemicals
PAVNAIND,ev,Electric Vehicles
PAYTM,discretionary,Premium Consumer Discretionary
PAYTM,new_age_tech,New-Age Tech (Internet/Fintech)
PCBL,semis,Semiconductors & Electronics Manufacturing
PCJEWELLER,discretionary,Premium Consumer Discretionary
PDSL,discretionary,Premium Consumer Discretionary
PEARLPOLY,discretionary,Premium Consumer Discretionary
PENIND,capex,Broad Capital Goods Cycle
PENINLAND,realty,Real Estate
PERSISTENT,it_services,IT Services
PETRONET,oil_downstream,Oil & Gas — Downstream & Gas Utilities
PFC,psu_capex,PSU Capex Beneficiaries
PFC,nbfc,NBFC — Retail & Diversified
PFIZER,cdmo_pharma,CDMO / CRAMS Pharma
PFIZER,branded_pharma,Branded Formulations Pharma
PGEL,semis,Semiconductors & Electronics Manufacturing
PGEL,discretionary,Premium Consumer Discretionary
PGHH,fmcg_staples,FMCG Staples
PGHL,cdmo_pharma,CDMO / CRAMS Pharma
PGHL,branded_pharma,Branded Formulations Pharma
PGIL,discretionary,Premium Consumer Discretionary
PHOENIXLTD,realty,Real Estate
PIDILITIND,specialty_chem,Specialty Chemicals
PIGL,semis,Semiconductors & Electronics Manufacturing
PIGL,capex,Broad Capital Goods Cycle
PIIND,specialty_chem,Specialty Chemicals
PIIND,rural_agri,Rural & Agri
PILITA,discretionary,Premium Consumer Discretionary
PIONEEREMB,discretionary,Premium Consumer Discretionary
PITTIENG,capex,Broad Capital Goods Cycle
PKTEA,fmcg_staples,FMCG Staples
PLASTIBLEN,specialty_chem,Specialty Chemicals
PLATIND,specialty_chem,Specialty Chemicals
PNB,psu_banks,PSU Banks
PNBHOUSING,nbfc,NBFC — Retail & Diversified
PNCINFRA,new_age_tech,New-Age Tech (Internet/Fintech)
PNGJL,discretionary,Premium Consumer Discretionary
PNGSREVA,ev,Electric Vehicles
PNGSREVA,discretionary,Premium Consumer Discretionary
PODDARMENT,specialty_chem,Specialty Chemicals
POKARNA,discretionary,Premium Consumer Discretionary
POLICYBZR,discretionary,Premium Consumer Discretionary
POLICYBZR,new_age_tech,New-Age Tech (Internet/Fintech)
POLYCAB,semis,Semiconductors & Electronics Manufacturing
POLYCAB,capex,Broad Capital Goods Cycle
PONNIERODE,fmcg_staples,FMCG Staples
POONAWALLA,nbfc,NBFC — Retail & Diversified
POWERGRID,psu_capex,PSU Capex Beneficiaries
POWERINDIA,capex,Broad Capital Goods Cycle
POWERMECH,data_center,Data Center & Digital Infra
PPAP,ev,Electric Vehicles
PPLPHARMA,cdmo_pharma,CDMO / CRAMS Pharma
PPLPHARMA,branded_pharma,Branded Formulations Pharma
PRABHA,oil_upstream,Oil & Gas — Upstream
PRAENG,realty,Real Estate
PRAJIND,capex,Broad Capital Goods Cycle
PRAKASH,metals,Metals & Mining
PRAKASHSTL,metals,Metals & Mining
PRAXIS,discretionary,Premium Consumer Discretionary
PRECAM,ev,Electric Vehicles
PRECWIRE,metals,Metals & Mining
PREMIER,renewables,Renewables & Clean Energy
PREMIER,capex,Broad Capital Goods Cycle
PREMIERENE,semis,Semiconductors & Electronics Manufacturing
PREMIERENE,capex,Broad Capital Goods Cycle
PRESTIGE,realty,Real Estate
PRICOLLTD,ev,Electric Vehicles
PRIMO,specialty_chem,Specialty Chemicals
PRISMJOHNSN,cement,Cement
PRITI,discretionary,Premium Consumer Discretionary
PRITIKAUTO,ev,Electric Vehicles
PRIVISCL,specialty_chem,Specialty Chemicals
PROSTARM,semis,Semiconductors & Electronics Manufacturing
PROSTARM,capex,Broad Capital Goods Cycle
PROTEAN,it_services,IT Services
PROTEAN,new_age_tech,New-Age Tech (Internet/Fintech)
PROZONER,realty,Real Estate
PRSMJOHNSN,cement,Cement
PRUDENT,capital_markets,Capital Markets & Exchanges
PRUDMOULI,fmcg_staples,FMCG Staples
PSB,psu_banks,PSU Banks
PTC,defense,Defense & Aerospace
PTCIL,capex,Broad Capital Goods Cycle
PUNJABCHEM,specialty_chem,Specialty Chemicals
PUNJABCHEM,rural_agri,Rural & Agri
PURVA,realty,Real Estate
PVP,realty,Real Estate
PWL,discretionary,Premium Consumer Discretionary
PYRAMID,new_age_tech,New-Age Tech (Internet/Fintech)
QPOWER,ev,Electric Vehicles
QPOWER,capex,Broad Capital Goods Cycle
QUICKHEAL,new_age_tech,New-Age Tech (Internet/Fintech)
RACLGEAR,ev,Electric Vehicles
RACLGEAR,new_age_tech,New-Age Tech (Internet/Fintech)
RADHIKAJWE,discretionary,Premium Consumer Discretionary
RADHIKAJWE,new_age_tech,New-Age Tech (Internet/Fintech)
RADICO,fmcg_staples,FMCG Staples
RAILTEL,railways,Railways & Metro Capex
RAILTEL,data_center,Data Center & Digital Infra
RAIN,specialty_chem,Specialty Chemicals
RAINBOW,hospitals,Hospitals & Healthcare Services
RAJESHEXPO,discretionary,Premium Consumer Discretionary
RAJMET,metals,Metals & Mining
RAJOOENG,capex,Broad Capital Goods Cycle
RAJRATAN,ev,Electric Vehicles
RAJSREESUG,fmcg_staples,FMCG Staples
RAJTV,ev,Electric Vehicles
RALLIS,specialty_chem,Specialty Chemicals
RALLIS,rural_agri,Rural & Agri
RAMAPHO,specialty_chem,Specialty Chemicals
RAMAPHO,rural_agri,Rural & Agri
RAMASTEEL,metals,Metals & Mining
RAMCOCEM,cement,Cement
RAMRAT,semis,Semiconductors & Electronics Manufacturing
RAMRAT,capex,Broad Capital Goods Cycle
RAMSARUP,metals,Metals & Mining
RANASUG,fmcg_staples,FMCG Staples
RATEGAIN,it_services,IT Services
RATEGAIN,new_age_tech,New-Age Tech (Internet/Fintech)
RATNAMANI,metals,Metals & Mining
RATNAVEER,metals,Metals & Mining
RAYMOND,capex,Broad Capital Goods Cycle
RAYMONDLSL,discretionary,Premium Consumer Discretionary
RAYMONDREL,realty,Real Estate
RBA,discretionary,Premium Consumer Discretionary
RBLBANK,private_banks,Private Banks
RBZJEWEL,discretionary,Premium Consumer Discretionary
RCF,specialty_chem,Specialty Chemicals
RCF,rural_agri,Rural & Agri
RECLTD,psu_capex,PSU Capex Beneficiaries
RECLTD,nbfc,NBFC — Retail & Diversified
REDTAPE,discretionary,Premium Consumer Discretionary
REFEX,capex,Broad Capital Goods Cycle
REGAAL,fmcg_staples,FMCG Staples
REGENCERAM,discretionary,Premium Consumer Discretionary
RELAXO,discretionary,Premium Consumer Discretionary
RELCHEMQ,discretionary,Premium Consumer Discretionary
RELIANCE,oil_upstream,Oil & Gas — Upstream
RELIANCE,oil_downstream,Oil & Gas — Downstream & Gas Utilities
RELTD,semis,Semiconductors & Electronics Manufacturing
RELTD,capex,Broad Capital Goods Cycle
REMSONSIND,ev,Electric Vehicles
RENUKA,fmcg_staples,FMCG Staples
REPCOHOME,nbfc,NBFC — Retail & Diversified
REPL,realty,Real Estate
RESPONIND,discretionary,Premium Consumer Discretionary
RETAIL,discretionary,Premium Consumer Discretionary
RGL,discretionary,Premium Consumer Discretionary
RHETAN,metals,Metals & Mining
RHL,discretionary,Premium Consumer Discretionary
RICOAUTO,ev,Electric Vehicles
RIIL,logistics,Logistics & Supply Chain
RISHABH,semis,Semiconductors & Electronics Manufacturing
RISHABH,capex,Broad Capital Goods Cycle
RITCO,logistics,Logistics & Supply Chain
RITES,railways,Railways & Metro Capex
RKFORGE,ev,Electric Vehicles
RML,ev,Electric Vehicles
ROHLTD,discretionary,Premium Consumer Discretionary
ROLEXRINGS,ev,Electric Vehicles
ROML,fmcg_staples,FMCG Staples
ROSSARI,specialty_chem,Specialty Chemicals
ROSSARI,new_age_tech,New-Age Tech (Internet/Fintech)
ROSSELLIND,fmcg_staples,FMCG Staples
ROSSTECH,defense,Defense & Aerospace
ROSSTECH,new_age_tech,New-Age Tech (Internet/Fintech)
RPGLIFE,cdmo_pharma,CDMO / CRAMS Pharma
RPGLIFE,branded_pharma,Branded Formulations Pharma
RRKABEL,capex,Broad Capital Goods Cycle
RSL,metals,Metals & Mining
RSSOFTWARE,it_services,IT Services
RSWM,discretionary,Premium Consumer Discretionary
RSYSTEMS,it_services,IT Services
RTNINDIA,discretionary,Premium Consumer Discretionary
RUBICON,cdmo_pharma,CDMO / CRAMS Pharma
RUBICON,branded_pharma,Branded Formulations Pharma
RUBYMILLS,discretionary,Premium Consumer Discretionary
RUDRA,metals,Metals & Mining
RUPA,discretionary,Premium Consumer Discretionary
RUSHIL,discretionary,Premium Consumer Discretionary
RUSTOMJEE,realty,Real Estate
RVHL,realty,Real Estate
RVNL,railways,Railways & Metro Capex
RVNL,psu_capex,PSU Capex Beneficiaries
RVNL,data_center,Data Center & Digital Infra
RVTH,ev,Electric Vehicles
RVTH,capex,Broad Capital Goods Cycle
SAATVIKGL,renewables,Renewables & Clean Energy
SAATVIKGL,semis,Semiconductors & Electronics Manufacturing
SAATVIKGL,capex,Broad Capital Goods Cycle
SABTN,ev,Electric Vehicles
SADHNANIQ,specialty_chem,Specialty Chemicals
SAFARI,discretionary,Premium Consumer Discretionary
SAGARDEEP,metals,Metals & Mining
SAGCEM,cement,Cement
SAGILITY,it_services,IT Services
SAHANA,it_services,IT Services
SAHASRA,semis,Semiconductors & Electronics Manufacturing
SAHASRA,capex,Broad Capital Goods Cycle
SAIL,psu_capex,PSU Capex Beneficiaries
SAIL,metals,Metals & Mining
SAILIFE,cdmo_pharma,CDMO / CRAMS Pharma
SAILIFE,branded_pharma,Branded Formulations Pharma
SAKAR,cdmo_pharma,CDMO / CRAMS Pharma
SAKAR,branded_pharma,Branded Formulations Pharma
SAKHTISUG,fmcg_staples,FMCG Staples
SAKSOFT,it_services,IT Services
SALASAR,capex,Broad Capital Goods Cycle
SALASAR,new_age_tech,New-Age Tech (Internet/Fintech)
SALONA,discretionary,Premium Consumer Discretionary
SALZERELEC,semis,Semiconductors & Electronics Manufacturing
SALZERELEC,capex,Broad Capital Goods Cycle
SAMBHV,metals,Metals & Mining
SAMHI,discretionary,Premium Consumer Discretionary
SAMHI,new_age_tech,New-Age Tech (Internet/Fintech)
SAMMAANCAP,nbfc,NBFC — Retail & Diversified
SANATHAN,discretionary,Premium Consumer Discretionary
SANDHAR,ev,Electric Vehicles
SANDHAR,new_age_tech,New-Age Tech (Internet/Fintech)
SANDUMA,metals,Metals & Mining
SANGAMIND,discretionary,Premium Consumer Discretionary
SANGHIIND,cement,Cement
SANOFI,cdmo_pharma,CDMO / CRAMS Pharma
SANOFI,branded_pharma,Branded Formulations Pharma
SANOFICONR,cdmo_pharma,CDMO / CRAMS Pharma
SANOFICONR,branded_pharma,Branded Formulations Pharma
SANSERA,ev,Electric Vehicles
SANSTAR,fmcg_staples,FMCG Staples
SAPPHIRE,discretionary,Premium Consumer Discretionary
SARDAEN,metals,Metals & Mining
SARLAPOLY,discretionary,Premium Consumer Discretionary
SARVESHWAR,fmcg_staples,FMCG Staples
SASKEN,it_services,IT Services
SASKEN,new_age_tech,New-Age Tech (Internet/Fintech)
SASTASUNDR,hospitals,Hospitals & Healthcare Services
SATIN,small_fin_banks,Small Finance & Microfinance
SAURASHCEM,cement,Cement
SBC,discretionary,Premium Consumer Discretionary
SBCL,metals,Metals & Mining
SBGLP,realty,Real Estate
SBILIFE,life_insurance,Life Insurance
SBIN,psu_banks,PSU Banks
SCHAEFFLER,ev,Electric Vehicles
SCHAEFFLER,capex,Broad Capital Goods Cycle
SCHNEIDER,ev,Electric Vehicles
SCHNEIDER,capex,Broad Capital Goods Cycle
SCI,logistics,Logistics & Supply Chain
SCODATUBES,metals,Metals & Mining
SEAMECLTD,logistics,Logistics & Supply Chain
SECMARK,it_services,IT Services
SECURKLOUD,it_services,IT Services
SECURKLOUD,new_age_tech,New-Age Tech (Internet/Fintech)
SEDEMAC,ev,Electric Vehicles
SELMC,discretionary,Premium Consumer Discretionary
SENCO,discretionary,Premium Consumer Discretionary
SENORES,cdmo_pharma,CDMO / CRAMS Pharma
SENORES,branded_pharma,Branded Formulations Pharma
SERVOTECH,renewables,Renewables & Clean Energy
SERVOTECH,semis,Semiconductors & Electronics Manufacturing
SERVOTECH,capex,Broad Capital Goods Cycle
SERVOTECH,new_age_tech,New-Age Tech (Internet/Fintech)
SETCO,ev,Electric Vehicles
SETL,capex,Broad Capital Goods Cycle
SETL,new_age_tech,New-Age Tech (Internet/Fintech)
SFL,discretionary,Premium Consumer Discretionary
SGIL,renewables,Renewables & Clean Energy
SGL,discretionary,Premium Consumer Discretionary
SGMART,metals,Metals & Mining
SHADOWFAX,new_age_tech,New-Age Tech (Internet/Fintech)
SHADOWFAX,logistics,Logistics & Supply Chain
SHAH,metals,Metals & Mining
SHAHALLOYS,metals,Metals & Mining
SHAILY,discretionary,Premium Consumer Discretionary
SHALBY,hospitals,Hospitals & Healthcare Services
SHALPAINTS,discretionary,Premium Consumer Discretionary
SHANKARA,discretionary,Premium Consumer Discretionary
SHANTI,fmcg_staples,FMCG Staples
SHANTIGEAR,capex,Broad Capital Goods Cycle
SHANTIGOLD,discretionary,Premium Consumer Discretionary
SHARDACROP,specialty_chem,Specialty Chemicals
SHARDACROP,rural_agri,Rural & Agri
SHARDAMOTR,ev,Electric Vehicles
SHAREINDIA,capital_markets,Capital Markets & Exchanges
SHEKHAWATI,discretionary,Premium Consumer Discretionary
SHILCTECH,capex,Broad Capital Goods Cycle
SHILCTECH,new_age_tech,New-Age Tech (Internet/Fintech)
SHILPAMED,cdmo_pharma,CDMO / CRAMS Pharma
SHILPAMED,branded_pharma,Branded Formulations Pharma
SHIVALIK,specialty_chem,Specialty Chemicals
SHIVALIK,rural_agri,Rural & Agri
SHIVAMAUTO,ev,Electric Vehicles
SHIVAMAUTO,new_age_tech,New-Age Tech (Internet/Fintech)
SHIVAMILLS,discretionary,Premium Consumer Discretionary
SHIVATEX,discretionary,Premium Consumer Discretionary
SHK,specialty_chem,Specialty Chemicals
SHOPERSTOP,discretionary,Premium Consumer Discretionary
SHRADHA,realty,Real Estate
SHREDIGCEM,cement,Cement
SHREECEM,cement,Cement
SHREEJISPG,logistics,Logistics & Supply Chain
SHREEPUSHK,specialty_chem,Specialty Chemicals
SHREERAMA,new_age_tech,New-Age Tech (Internet/Fintech)
SHRINGARMS,discretionary,Premium Consumer Discretionary
SHRIPISTON,ev,Electric Vehicles
SHRIRAMFIN,nbfc,NBFC — Retail & Diversified
SHRIRAMPPS,realty,Real Estate
SHYAMCENT,metals,Metals & Mining
SHYAMMETL,metals,Metals & Mining
SIEMENS,renewables,Renewables & Clean Energy
SIEMENS,capex,Broad Capital Goods Cycle
SIGACHI,cdmo_pharma,CDMO / CRAMS Pharma
SIGACHI,branded_pharma,Branded Formulations Pharma
SIGMA,it_services,IT Services
SIGMAADV,defense,Defense & Aerospace
SIGNATURE,realty,Real Estate
SIKKO,specialty_chem,Specialty Chemicals
SIKKO,rural_agri,Rural & Agri
SIL,realty,Real Estate
SILGO,discretionary,Premium Consumer Discretionary
SILVERTUC,it_services,IT Services
SILVERTUC,new_age_tech,New-Age Tech (Internet/Fintech)
SINCLAIR,discretionary,Premium Consumer Discretionary
SINDHUTRAD,metals,Metals & Mining
SINGERIND,discretionary,Premium Consumer Discretionary
SINTERCOM,ev,Electric Vehicles
SIRCA,discretionary,Premium Consumer Discretionary
SIS,discretionary,Premium Consumer Discretionary
SIYSIL,discretionary,Premium Consumer Discretionary
SJS,ev,Electric Vehicles
SJVN,psu_capex,PSU Capex Beneficiaries
SKFINDIA,ev,Electric Vehicles
SKIPPER,capex,Broad Capital Goods Cycle
SKYGOLD,discretionary,Premium Consumer Discretionary
SMCGLOBAL,capital_markets,Capital Markets & Exchanges
SMLT,metals,Metals & Mining
SMSPHARMA,cdmo_pharma,CDMO / CRAMS Pharma
SMSPHARMA,branded_pharma,Branded Formulations Pharma
SNOWMAN,logistics,Logistics & Supply Chain
SOBHA,realty,Real Estate
SOFTTECH,it_services,IT Services
SOFTTECH,new_age_tech,New-Age Tech (Internet/Fintech)
SOLARA,renewables,Renewables & Clean Energy
SOLARA,cdmo_pharma,CDMO / CRAMS Pharma
SOLARA,branded_pharma,Branded Formulations Pharma
SOLARINDS,renewables,Renewables & Clean Energy
SOLARWORLD,renewables,Renewables & Clean Energy
SOLEX,capex,Broad Capital Goods Cycle
SOMANYCERA,discretionary,Premium Consumer Discretionary
SOMICONVEY,capex,Broad Capital Goods Cycle
SONACOMS,ev,Electric Vehicles
SONAMLTD,semis,Semiconductors & Electronics Manufacturing
SONAMLTD,discretionary,Premium Consumer Discretionary
SONATSOFTW,it_services,IT Services
SOTL,new_age_tech,New-Age Tech (Internet/Fintech)
SOUTHBANK,private_banks,Private Banks
SPAL,discretionary,Premium Consumer Discretionary
SPANDANA,small_fin_banks,Small Finance & Microfinance
SPARC,cdmo_pharma,CDMO / CRAMS Pharma
SPARC,branded_pharma,Branded Formulations Pharma
SPECIALITY,discretionary,Premium Consumer Discretionary
SPECTRUM,ev,Electric Vehicles
SPECTRUM,capex,Broad Capital Goods Cycle
SPENCERS,discretionary,Premium Consumer Discretionary
SPIC,specialty_chem,Specialty Chemicals
SPIC,rural_agri,Rural & Agri
SPICEJET,logistics,Logistics & Supply Chain
SPLIL,discretionary,Premium Consumer Discretionary
SPLPETRO,specialty_chem,Specialty Chemicals
SPORTKING,discretionary,Premium Consumer Discretionary
SRD,specialty_chem,Specialty Chemicals
SREEL,discretionary,Premium Consumer Discretionary
SRF,specialty_chem,Specialty Chemicals
SRGHFL,nbfc,NBFC — Retail & Diversified
SRHHYPOLTD,specialty_chem,Specialty Chemicals
SRPL,fmcg_staples,FMCG Staples
SRTL,discretionary,Premium Consumer Discretionary
SSDL,discretionary,Premium Consumer Discretionary
SSWL,ev,Electric Vehicles
STALLION,capex,Broad Capital Goods Cycle
STANLEY,discretionary,Premium Consumer Discretionary
STAR,cdmo_pharma,CDMO / CRAMS Pharma
STAR,branded_pharma,Branded Formulations Pharma
STARCEMENT,cement,Cement
STARHEALTH,general_insurance,General & Health Insurance
STEELCITY,capital_markets,Capital Markets & Exchanges
STEELXIND,metals,Metals & Mining
STERTOOLS,ev,Electric Vehicles
